Label,WHO Location,Normalized Who Location,What Changed
TE 10,"On the posterior aspect of the elbow, in the depression 1 B-cun proximal to the prominence of the olecranon. Note: When the elbow is flexed, TE10 is located in the olecranon fossa.","On the posterior aspect of the elbow, in the depression 1 B-cun proximal to the prominence of the olecranon.
- Note: When the elbow is flexed, TE 10 is located in the olecranon fossa.",normalized acupoint code 'TE10' to 'TE 10'; moved 'Note' to a new line prefixed with '- '.
TE 11,"On the posterior aspect of the arm, on the line connecting the prominence of olecranon with the acromial angle, 2 B-cun proximal to the prominence of the olecranon. Note: With the elbow extended, 2 B-cun superior to the prominence of the olecranon.","On the posterior aspect of the arm, on the line connecting the prominence of olecranon with the acromial angle, 2 B-cun proximal to the prominence of the olecranon.
- Note: With the elbow extended, 2 B-cun superior to the prominence of the olecranon.",moved 'Note' to a new line prefixed with '- '.
TE 12,"On the posterior aspect of the arm, on the line connecting the prominence of the olecranon with the acromial angle, 5 B-cun proximal to the prominence of the olecranon.","On the posterior aspect of the arm, on the line connecting the prominence of the olecranon with the acromial angle, 5 B-cun proximal to the prominence of the olecranon.",No changes needed.
TE 13,"On the posterior aspect of the arm, posteroinferior to the border of the deltoid muscle, 3 B-cun inferior to the acromial angle.","On the posterior aspect of the arm, posteroinferior to the border of the deltoid muscle, 3 B-cun inferior to the acromial angle.",No changes needed.
TE 14,"On the shoulder girdle, in the depression between the acromial angle and the greater tubercle of the humerus. Note: When the elbow is flexed and the arm is abducted, two depressions appear respectively anterior and posterior to the acromion. LI15 is located in the anterior one, deeper than the posterior one, in which tE14 is located.","On the shoulder girdle, in the depression between the acromial angle and the greater tubercle of the humerus.
- Note: When the elbow is flexed and the arm is abducted, two depressions appear respectively anterior and posterior to the acromion. LI 15 is located in the anterior one, deeper than the posterior one, in which TE 14 is located.",normalized acupoint code 'LI15' to 'LI 15'; normalized acupoint code 'tE14' to 'TE 14'; moved 'Note' to a new line prefixed with '- '.
TE 15,"In the scapular region, in the depression superior to the superior angle of the scapula. Note: With the upper limb hanging by the side of trunk in a seated position, TE15 is located midway between gB21 and SI13.","In the scapular region, in the depression superior to the superior angle of the scapula.
- Note: With the upper limb hanging by the side of trunk in a seated position, TE 15 is located midway between GB 21 and SI 13.",normalized acupoint code 'TE15' to 'TE 15'; normalized acupoint code 'gB21' to 'GB 21'; normalized acupoint code 'SI13' to 'SI 13'; moved 'Note' to a new line prefixed with '- '.
TE 16,"In the anterior region of the neck, at the same level as the angle of the mandible, in the depression posterior to the sternocleidomastoid muscle.","In the anterior region of the neck, at the same level as the angle of the mandible, in the depression posterior to the sternocleidomastoid muscle.",No changes needed.
TE 17,"In the anterior region of the neck, posterior to the ear lobe, in the depression anterior to the inferior end of the mastoid process.","In the anterior region of the neck, posterior to the ear lobe, in the depression anterior to the inferior end of the mastoid process.",No changes needed.
TE 18,"On the head, at the centre of the mastoid process, at the junction of the upper two thirds and lower one third of the curved line from tE17 to tE20.","On the head, at the centre of the mastoid process, at the junction of the upper two thirds and lower one third of the curved line from TE 17 to TE 20.",normalized acupoint code 'tE17' to 'TE 17'; normalized acupoint code 'tE20' to 'TE 20'.
TE 19,"On the head, at the junction of the upper one third and lower two thirds of the curved line from tE17 to tE20.","On the head, at the junction of the upper one third and lower two thirds of the curved line from TE 17 to TE 20.",normalized acupoint code 'tE17' to 'TE 17'; normalized acupoint code 'tE20' to 'TE 20'.
TE 20,"On the head, just superior to the auricular apex. Note: With the auricle folded forward and pressed against the head, the point is located where the auricular apex touches the head.","On the head, just superior to the auricular apex.
- Note: With the auricle folded forward and pressed against the head, the point is located where the auricular apex touches the head.",moved 'Note' to a new line prefixed with '- '.
TE 21,"On the face, in the depression between the supratragic notch and the condylar process of the mandible. Note: When the mouth is slightly opened, tE21 is located in the depression anterior to the supratragic notch, directly superior to SI19.","On the face, in the depression between the supratragic notch and the condylar process of the mandible.
- Note: When the mouth is slightly opened, TE 21 is located in the depression anterior to the supratragic notch, directly superior to SI 19.",normalized acupoint code 'tE21' to 'TE 21'; normalized acupoint code 'SI19' to 'SI 19'; moved 'Note' to a new line prefixed with '- '.
TE 22,"On the head, posterior to the temple hairline, anterior to the auricular root, posterior to the superficial temporal artery.","On the head, posterior to the temple hairline, anterior to the auricular root, posterior to the superficial temporal artery.",No changes needed.
TE 23,"On the head, in the depression at the lateral end of the eyebrow. Note: TE23 is superior to GB1.","On the head, in the depression at the lateral end of the eyebrow.
- Note: TE 23 is superior to GB 1.",normalized acupoint code 'TE23' to 'TE 23'; normalized acupoint code 'GB1' to 'GB 1'; moved 'Note' to a new line prefixed with '- '.
,,,
GB 1,"On the head, in the depression, 0.5 B-cun lateral to the outer canthus of the eye.","On the head, in the depression, 0.5 B-cun lateral to the outer canthus of the eye.",No changes needed.
GB 2,"On the face, in the depression between the intertragic notch and the condylar process of the mandible. Note: When the mouth is opened, GB2 is located in the depression anterior to the intertragic notch.","On the face, in the depression between the intertragic notch and the condylar process of the mandible.
- Note: When the mouth is opened, GB 2 is located in the depression anterior to the intertragic notch.",normalized acupoint code 'GB2' to 'GB 2'; moved 'Note' to a new line prefixed with '- '.
GB 3,"On the head, in the depression superior to the midpoint of the zygomatic arch Note: In the depression superior to the zygomatic arch, superior to St7.","On the head, in the depression superior to the midpoint of the zygomatic arch.
- Note: In the depression superior to the zygomatic arch, superior to ST 7.",normalized acupoint code 'St7' to 'ST 7'; inserted missing period and put 'Note' on a new line prefixed with '- '.
GB 4,"On the head, at the junction of the upper one fourth and lower three fourths of the curved line from St8 to gB7.","On the head, at the junction of the upper one fourth and lower three fourths of the curved line from ST 8 to GB 7.",normalized acupoint code 'St8' to 'ST 8'; normalized acupoint code 'gB7' to 'GB 7'.
GB 5,"On the head, at the midpoint of the curved line from St8 to gB7.","On the head, at the midpoint of the curved line from ST 8 to GB 7.",normalized acupoint code 'St8' to 'ST 8'; normalized acupoint code 'gB7' to 'GB 7'.
GB 6,"On the head, at the junction of the upper three fourths and lower one fourth of the curved line from St8 to gB7.","On the head, at the junction of the upper three fourths and lower one fourth of the curved line from ST 8 to GB 7.",normalized acupoint code 'St8' to 'ST 8'; normalized acupoint code 'gB7' to 'GB 7'.
GB 7,"On the head, at the junction of the vertical line of the posterior border of the temple hairline and the horizontal line of the apex of the auricle.","On the head, at the junction of the vertical line of the posterior border of the temple hairline and the horizontal line of the apex of the auricle.",No changes needed.
GB 8,"On the head, directly superior to the auricular apex, 1.5 B-cun superior to the temporal hairline. Note: Superior to TE20, 1.5 B-cun within the hairline, it is easier to palpate the point while the subject is chewing.","On the head, directly superior to the auricular apex, 1.5 B-cun superior to the temporal hairline.
- Note: Superior to TE 20, 1.5 B-cun within the hairline, it is easier to palpate the point while the subject is chewing.",normalized acupoint code 'TE20' to 'TE 20'; moved 'Note' to a new line prefixed with '- '.
GB 9,"On the head, directly superior to the posterior border of the auricular root, 2 B-cun superior to the hairline. Note: GB9 is 0.5 B-cun posterior to GB8.","On the head, directly superior to the posterior border of the auricular root, 2 B-cun superior to the hairline.
- Note: GB 9 is 0.5 B-cun posterior to GB 8.",normalized acupoint code 'GB9' to 'GB 9'; normalized acupoint code 'GB8' to 'GB 8'; moved 'Note' to a new line prefixed with '- '.
GB 10,"On the head, posterosuperior to the mastoid process, at the junction of the upper one third and lower two thirds of the curved line from gB9 to gB12. Note: Posterior to the auricular apex, 1 B-cun superior to the hairline.","On the head, posterosuperior to the mastoid process, at the junction of the upper one third and lower two thirds of the curved line from GB 9 to GB 12.
- Note: Posterior to the auricular apex, 1 B-cun superior to the hairline.",normalized acupoint code 'gB9' to 'GB 9'; normalized acupoint code 'gB12' to 'GB 12'; moved 'Note' to a new line prefixed with '- '.
