"Acupoint","WHO Location","Identified Locations","Identified Locations URI","Relation","Reference",""
"PC 3","","Biceps Brachii Tendon","http://purl.obolibrary.org/obo/UBERON_0008188","TARA:locatedInRelationTo","",""
"PC 4","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 5 B-cun proximal to the palmar wrist crease. Note 1: With the fist clenched, the wrist supinated, and the elbow slightly flexed, the two tendons become more prominent. PC4 is located 1 B-cun distal to the midpoint of the line connecting PC3 with PC7. Note 2: If the palmaris longus tendon is not present, PC4 is medial to the flexor carpi radialis tendon.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 153",""
"PC 4","","Palmaris Longus Tendon","http://purl.obolibrary.org/obo/UBERON_0016496","TARA:locatedInRelationTo","",""
"PC 4","","Flexor Carpi Radialis Tendon","http://purl.org/sig/ont/fma/fma38582","TARA:locatedInRelationTo","",""
"PC 4","","Palmar Wrist Crease","http://uri.interlex.org/base/ilx_0795334","TARA:locatedInRelationTo","",""
"PC 5","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 3 B-cun proximal to the palmar wrist crease. Note 1: With the fist clenched, the wrist supinated and the elbow slightly flexed, the two tendons become more prominent. PC5 is located 3 B-cun proximal to PC7. Note 2: If the palmaris longus tendon is not present, PC5 is medial to the flexor carpi radialis tendon.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 154",""
"PC 5","","Palmaris Longus Tendon","http://purl.obolibrary.org/obo/UBERON_0016496","TARA:locatedInRelationTo","",""
"PC 5","","Flexor Carpi Radialis Tendon","http://purl.org/sig/ont/fma/fma38582","TARA:locatedInRelationTo","",""
"PC 5","","Palmar Wrist Crease","http://uri.interlex.org/base/ilx_0795334","TARA:locatedInRelationTo","",""
"PC 6","On the anterior aspect of the forearm, between the tendons of the palmaris longus and the flexor carpi radialis, 2 B-cun proximal to the palmar wrist crease. Note 1: With the fist clenched, the wrist supinated and the elbow slightly flexed, the two tendons become more prominent. PC6 is located 2 B-cun proximal to PC7. the posterial point corresponding to PC6 is TE5. Note 2: If the palmaris longus tendon is not present, PC6 is medial to the flexor carpi radialis tendon.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 154",""
"PC 6","","Palmaris Longus Tendon","http://purl.obolibrary.org/obo/UBERON_0016496","TARA:locatedInRelationTo","",""
"PC 6","","Flexor Carpi Radialis Tendon","http://purl.org/sig/ont/fma/fma38582","TARA:locatedInRelationTo","",""
"PC 6","","Palmar Wrist Crease","http://uri.interlex.org/base/ilx_0795334","TARA:locatedInRelationTo","",""
"PC 7","On the anterior aspect of the wrist, between the tendons of palmaris longus and the flexor carpi radialis, on the palmar wrist crease. Note: With the fist clenched, the wrist slightly flexed, the two tendons become more prominent. PC7 is located at the midpoint of the palmar wrist crease, between the tendons of palmaris longus and the flexor carpi radialis, at the same level as Ht7, at the proximal extremity of the pisiform bone.","Wrist","http://purl.obolibrary.org/obo/UBERON_0004452","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 155",""
"PC 7","","Palmaris Longus Tendon","http://purl.obolibrary.org/obo/UBERON_0016496","TARA:locatedInRelationTo","",""
"PC 7","","Flexor Carpi Radialis Tendon","http://purl.org/sig/ont/fma/fma38582","TARA:locatedInRelationTo","",""
"PC 7","","Palmar Wrist Crease","http://uri.interlex.org/base/ilx_0795334","TARA:locatedInRelationTo","",""
"PC 8","On the palm of the hand, in the depression between the second and third metacarpal bones, proximal to the metacarpophalangeal joints. Remarks: Alternative location for PC8 - On the palm of the hand, in the depression, between the third and fourth metacarpal bones, proximal to the metacarpophalangeal joints.","Palm","http://purl.obolibrary.org/obo/UBERON_0008878","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 155",""
"PC 8","","Hand","http://purl.obolibrary.org/obo/UBERON_0002398","TARA:locatedInRelationTo","",""
"PC 8","","Second Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003646","TARA:locatedInRelationTo","",""
"PC 8","","Third Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003647","TARA:locatedInRelationTo","",""
"PC 8","","Fourth Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003648","TARA:locatedInRelationTo","",""
"PC 8","","Metacarpophalangeal Joints","http://purl.org/sig/ont/fma/fma71364","TARA:locatedInRelationTo","",""
"PC 9","On the middle finger, at the centre of the tip of the middle finger. Remarks: Alternative location for PC9 - On the middle finger, 0.1 F-cun proximal to the radial corner of the middle fingernail, at the intersection of the vertical line of the radial side of the nail and the horizontal line of the base of the fingernail.","Middle Finger","http://purl.obolibrary.org/obo/UBERON_0003623","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 156",""
"PC 9","","Nail Of Manual Digit 3","http://purl.obolibrary.org/obo/UBERON_0009565","TARA:locatedInRelationTo","",""
"TE 1","On the ring finger, ulnar to the distal phalanx, 0.1 f-cun proximal to the ulnar corner of the fingernail, at the intersection of the vertical line of the ulnar side of the nail and the horizontal line of the base of the fingernail.","Ring Finger","http://purl.obolibrary.org/obo/UBERON_0003624","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 158",""
"TE 1","","Distal Phalanx","http://purl.obolibrary.org/obo/UBERON_0004300","TARA:locatedInRelationTo","",""
"TE 1","","Nail Of Manual Digit 4","http://purl.obolibrary.org/obo/UBERON_0011276","TARA:locatedInRelationTo","",""
"TE 2","On the dorsum of the hand, in the depression superior to the web margin between the ring and little fingers, at the border between the red and white flesh.","Dorsum Of The Hand","http://uri.interlex.org/base/ilx_0794954","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 158",""
"TE 2","","Ring Finger","http://purl.obolibrary.org/obo/UBERON_0003624","TARA:locatedInRelationTo","",""
"TE 2","","Little Finger","http://purl.obolibrary.org/obo/UBERON_0003625","TARA:locatedInRelationTo","",""
"TE 3","On the dorsum of the hand, between the fourth and fifth metacarpal bones, in the depression proximal to the fourth metacarpophalangeal joint.","Dorsum Of The Hand","http://uri.interlex.org/base/ilx_0794954","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 159",""
"TE 3","","Fourth Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003648","TARA:locatedInRelationTo","",""
"TE 3","","Fifth Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003649","TARA:locatedInRelationTo","",""
"TE 3","","Metacarpophalangeal Joint Of Manual Digit 4","http://purl.obolibrary.org/obo/UBERON_0007744","TARA:locatedInRelationTo","",""
"TE 4","On the posterior aspect of the wrist, in the depression ulnar to the extensor digitorum tendon, on the dorsal wrist crease. Note 1: TE4 can be palpated when moving proximally along the gap between the fifth and fourth metacarpal bones, at the same level as LI5 and SI5. Note 2: When the wrist is extended against resistance, the extensor digitorum tendon can be palpated more easily.","Wrist","http://purl.obolibrary.org/obo/UBERON_0004452","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 159",""
"TE 4","","Extensor Digitorum Tendon","http://purl.org/sig/ont/fma/fma40734","TARA:locatedInRelationTo","",""
"TE 4","","Dorsal Wrist Crease","http://uri.interlex.org/base/ilx_0795333","TARA:locatedInRelationTo","",""
"TE 4","","Fifth Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003649","TARA:locatedInRelationTo","",""
"TE 4","","Fourth Metacarpal Bone","http://purl.obolibrary.org/obo/UBERON_0003648","TARA:locatedInRelationTo","",""
"TE 5","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 2 B-cun proximal to the dorsal wrist crease. Note: 2 B-cun proximal to TE4, in the depression between the radius and the ulna. The anterior point corresponding to TE5 is PC6.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 160",""
"TE 5","","Interosseous Muscle Of Autopod","http://purl.obolibrary.org/obo/UBERON_0006508","TARA:locatedInRelationTo","",""
"TE 5","","Radius","http://purl.obolibrary.org/obo/UBERON_0001423","TARA:locatedInRelationTo","",""
"TE 5","","Ulna","http://purl.obolibrary.org/obo/UBERON_0001424","TARA:locatedInRelationTo","",""
"TE 5","","Dorsal Wrist Crease","http://uri.interlex.org/base/ilx_0795333","TARA:locatedInRelationTo","",""
"TE 6","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 3 B-cun proximal to the dorsal wrist crease. Note: 1 B-cun proximal to TE5, between the radius and the ulna, at the same level as tE7.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 160",""
"TE 6","","Interosseous Muscle Of Autopod","http://purl.obolibrary.org/obo/UBERON_0006508","TARA:locatedInRelationTo","",""
"TE 6","","Radius","http://purl.obolibrary.org/obo/UBERON_0001423","TARA:locatedInRelationTo","",""
"TE 6","","Ulna","http://purl.obolibrary.org/obo/UBERON_0001424","TARA:locatedInRelationTo","",""
"TE 6","","Dorsal Wrist Crease","http://uri.interlex.org/base/ilx_0795333","TARA:locatedInRelationTo","",""
"TE 7","On the posterior aspect of the forearm, just radial to the ulna, 3 B-cun proximal to the dorsal wrist crease. Note: TE7 is ulnar to TE6.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 161",""
"TE 7","","Radius","http://purl.obolibrary.org/obo/UBERON_0001423","TARA:locatedInRelationTo","",""
"TE 7","","Ulna","http://purl.obolibrary.org/obo/UBERON_0001424","TARA:locatedInRelationTo","",""
"TE 7","","Dorsal Wrist Crease","http://uri.interlex.org/base/ilx_0795333","TARA:locatedInRelationTo","",""
"TE 8","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 4 B-cun proximal to the dorsal wrist crease. Note: At the junction of the upper two thirds and lower one third of the line connecting tE4 with the tip of the elbow.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 161",""
"TE 8","","Radius","http://purl.obolibrary.org/obo/UBERON_0001423","TARA:locatedInRelationTo","",""
"TE 8","","Ulna","http://purl.obolibrary.org/obo/UBERON_0001424","TARA:locatedInRelationTo","",""
"TE 8","","Elbow","http://purl.obolibrary.org/obo/UBERON_0001461","TARA:locatedInRelationTo","",""
"TE 8","","Dorsal Wrist Crease","http://uri.interlex.org/base/ilx_0795333","TARA:locatedInRelationTo","",""
"TE 9","On the posterior aspect of the forearm, midpoint of the interosseous space between the radius and the ulna, 5 B-cun distal to the prominence of the olecranon.","Forearm","http://purl.obolibrary.org/obo/UBERON_0002386","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 162",""
"TE 9","","Interosseous Muscle Of Autopod","http://purl.obolibrary.org/obo/UBERON_0006508","TARA:locatedInRelationTo","",""
"TE 9","","Radius","http://purl.obolibrary.org/obo/UBERON_0001423","TARA:locatedInRelationTo","",""
"TE 9","","Ulna","http://purl.obolibrary.org/obo/UBERON_0001424","TARA:locatedInRelationTo","",""
"TE 9","","Olecranon","http://purl.obolibrary.org/obo/UBERON_0006810","TARA:locatedInRelationTo","",""
"TE 10","On the posterior aspect of the elbow, in the depression 1 B-cun proximal to the prominence of the olecranon. Note: When the elbow is flexed, TE10 is located in the olecranon fossa.","Elbow","http://purl.obolibrary.org/obo/UBERON_0001461","TARA:locatedOnTheSurfaceOf","WHO standard acupuncture point locations in the Western Pacific Region. World Health Organization. Regional Office for the Western Pacific, 2008. Page 162",""
